date,close
27-Jan-87,273.75
28-Jan-87,275.4
29-Jan-87,274.24
30-Jan-87,274.08
2-Feb-87,276.45
3-Feb-87,275.99
4-Feb-87,279.64
5-Feb-87,281.16
6-Feb-87,280.04
9-Feb-87,278.16
10-Feb-87,275.07
11-Feb-87,277.54
12-Feb-87,275.62
13-Feb-87,279.7
17-Feb-87,285.49
18-Feb-87,285.42
19-Feb-87,285.57
20-Feb-87,285.48
23-Feb-87,282.38
24-Feb-87,282.88
25-Feb-87,284
26-Feb-87,282.96
27-Feb-87,284.2
2-Mar-87,283
3-Mar-87,284.12
4-Mar-87,288.62
5-Mar-87,290.52
6-Mar-87,290.66
9-Mar-87,288.3
10-Mar-87,290.86
11-Mar-87,290.31
12-Mar-87,291.22
13-Mar-87,289.89
16-Mar-87,288.23
17-Mar-87,292.47
18-Mar-87,292.78
19-Mar-87,294.08
20-Mar-87,298.17
23-Mar-87,301.16
24-Mar-87,301.64
25-Mar-87,300.38
26-Mar-87,300.93
27-Mar-87,296.13
30-Mar-87,289.2
31-Mar-87,291.7
1-Apr-87,292.39
2-Apr-87,293.63
3-Apr-87,300.41
6-Apr-87,301.95
7-Apr-87,296.69
8-Apr-87,297.26
9-Apr-87,292.86
10-Apr-87,292.49
13-Apr-87,285.62
14-Apr-87,279.16
15-Apr-87,284.44
16-Apr-87,286.91
20-Apr-87,286.09
21-Apr-87,293.07
22-Apr-87,287.19
23-Apr-87,286.82
24-Apr-87,281.52
27-Apr-87,281.83
28-Apr-87,282.51
29-Apr-87,284.57
30-Apr-87,288.36
1-May-87,288.03
4-May-87,289.36
5-May-87,295.34
6-May-87,295.47
7-May-87,294.71
8-May-87,293.37
11-May-87,291.57
12-May-87,293.3
13-May-87,293.98
14-May-87,294.24
15-May-87,287.43
18-May-87,286.65
19-May-87,279.62
20-May-87,278.21
21-May-87,280.17
22-May-87,282.16
26-May-87,289.11
27-May-87,288.73
28-May-87,290.76
29-May-87,290.1
1-Jun-87,289.83
2-Jun-87,288.46
3-Jun-87,293.47
4-Jun-87,295.09
5-Jun-87,293.45
8-Jun-87,296.72
9-Jun-87,297.28
10-Jun-87,297.47
11-Jun-87,298.73
12-Jun-87,301.62
15-Jun-87,303.14
16-Jun-87,304.76
17-Jun-87,304.81
18-Jun-87,305.69
19-Jun-87,306.97
22-Jun-87,309.65
23-Jun-87,308.43
24-Jun-87,306.86
25-Jun-87,308.96
26-Jun-87,307.16
29-Jun-87,307.9
30-Jun-87,304
1-Jul-87,302.94
2-Jul-87,305.63
6-Jul-87,304.92
7-Jul-87,307.4
8-Jul-87,308.29
9-Jul-87,307.52
10-Jul-87,308.37
13-Jul-87,307.63
14-Jul-87,310.68
15-Jul-87,310.42
16-Jul-87,312.7
17-Jul-87,314.59
20-Jul-87,311.39
21-Jul-87,308.55
22-Jul-87,308.47
23-Jul-87,307.81
24-Jul-87,309.27
27-Jul-87,310.65
28-Jul-87,312.33
29-Jul-87,315.65
30-Jul-87,318.05
31-Jul-87,318.66
3-Aug-87,317.57
4-Aug-87,316.23
5-Aug-87,318.45
6-Aug-87,322.09
7-Aug-87,323
10-Aug-87,328
11-Aug-87,333.33
12-Aug-87,332.39
13-Aug-87,334.65
14-Aug-87,333.99
17-Aug-87,334.11
18-Aug-87,329.25
19-Aug-87,329.83
20-Aug-87,334.84
21-Aug-87,335.9
24-Aug-87,333.33
25-Aug-87,336.77
26-Aug-87,334.57
27-Aug-87,331.38
28-Aug-87,327.04
31-Aug-87,329.8
1-Sep-87,323.4
2-Sep-87,321.68
3-Sep-87,320.21
4-Sep-87,316.7
8-Sep-87,313.56
9-Sep-87,313.92
10-Sep-87,317.13
11-Sep-87,321.98
14-Sep-87,323.08
15-Sep-87,317.74
16-Sep-87,314.86
17-Sep-87,314.93
18-Sep-87,314.86
21-Sep-87,310.54
22-Sep-87,319.5
23-Sep-87,321.19
24-Sep-87,319.72
25-Sep-87,320.16
28-Sep-87,323.2
29-Sep-87,321.69
30-Sep-87,321.83
1-Oct-87,327.33
2-Oct-87,328.07
5-Oct-87,328.08
6-Oct-87,319.22
7-Oct-87,318.52
8-Oct-87,314.16
9-Oct-87,311.07
12-Oct-87,309.39
13-Oct-87,314.52
14-Oct-87,305.23
15-Oct-87,298.08
16-Oct-87,282.7
19-Oct-87,224.84
20-Oct-87,236.83
21-Oct-87,258.38
22-Oct-87,248.25
23-Oct-87,248.22
26-Oct-87,227.67
27-Oct-87,233.19
28-Oct-87,233.28
29-Oct-87,244.77
30-Oct-87,251.79
2-Nov-87,255.75
3-Nov-87,250.82
4-Nov-87,248.96
5-Nov-87,254.48
6-Nov-87,250.41
9-Nov-87,243.17
10-Nov-87,239
11-Nov-87,241.9
12-Nov-87,248.52
13-Nov-87,245.64
16-Nov-87,246.76
17-Nov-87,243.04
18-Nov-87,245.55
19-Nov-87,240.05
20-Nov-87,242
23-Nov-87,242.99
24-Nov-87,246.39
25-Nov-87,244.1
27-Nov-87,240.34
30-Nov-87,230.3
1-Dec-87,232
2-Dec-87,233.45
3-Dec-87,225.21
4-Dec-87,223.92
7-Dec-87,228.76
8-Dec-87,234.91
9-Dec-87,238.89
10-Dec-87,233.57
11-Dec-87,235.32
14-Dec-87,242.19
15-Dec-87,242.8
16-Dec-87,248.08
17-Dec-87,242.98
18-Dec-87,249.16
21-Dec-87,249.54
22-Dec-87,249.95
23-Dec-87,253.16
24-Dec-87,252.02
28-Dec-87,245.57
29-Dec-87,244.59
30-Dec-87,247.86
31-Dec-87,247.08
4-Jan-88,255.94
5-Jan-88,258.63
6-Jan-88,258.89
7-Jan-88,261.07
8-Jan-88,243.4
11-Jan-88,247.49
12-Jan-88,245.42
13-Jan-88,245.81
14-Jan-88,245.88
15-Jan-88,252.05
18-Jan-88,251.88
19-Jan-88,249.32
20-Jan-88,242.63
21-Jan-88,243.14
22-Jan-88,246.5
25-Jan-88,252.17
26-Jan-88,249.57
27-Jan-88,249.38
28-Jan-88,253.29
29-Jan-88,257.07
1-Feb-88,255.04
2-Feb-88,255.57
3-Feb-88,252.21
4-Feb-88,252.21
5-Feb-88,250.96
8-Feb-88,249.1
9-Feb-88,251.72
10-Feb-88,256.66
11-Feb-88,255.95
12-Feb-88,257.63
16-Feb-88,259.83
17-Feb-88,259.21
18-Feb-88,257.91
19-Feb-88,261.61
22-Feb-88,265.64
23-Feb-88,265.02
24-Feb-88,264.43
25-Feb-88,261.58
26-Feb-88,262.46
29-Feb-88,267.82
1-Mar-88,267.22
2-Mar-88,267.98
3-Mar-88,267.88
4-Mar-88,267.3
7-Mar-88,267.38
8-Mar-88,269.43
9-Mar-88,269.06
10-Mar-88,263.84
11-Mar-88,264.94
14-Mar-88,266.37
15-Mar-88,266.13
16-Mar-88,268.65
17-Mar-88,271.22
18-Mar-88,271.12
21-Mar-88,268.74
22-Mar-88,268.84
23-Mar-88,268.91
24-Mar-88,263.35
25-Mar-88,258.51
28-Mar-88,258.06
29-Mar-88,260.07
30-Mar-88,258.07
31-Mar-88,258.89
4-Apr-88,256.09
5-Apr-88,258.51
6-Apr-88,265.49
7-Apr-88,266.16
8-Apr-88,269.43
11-Apr-88,270.16
12-Apr-88,271.37
13-Apr-88,271.57
14-Apr-88,259.75
15-Apr-88,259.77
18-Apr-88,259.21
19-Apr-88,257.92
20-Apr-88,256.13
21-Apr-88,256.42
22-Apr-88,260.14
25-Apr-88,262.46
26-Apr-88,263.93
27-Apr-88,263.8
28-Apr-88,262.61
29-Apr-88,261.33
2-May-88,261.56
3-May-88,263
4-May-88,260.32
5-May-88,258.79
6-May-88,257.48
9-May-88,256.54
10-May-88,257.62
11-May-88,253.31
12-May-88,253.85
13-May-88,256.78
16-May-88,258.71
17-May-88,255.39
18-May-88,251.35
19-May-88,252.57
20-May-88,253.02
23-May-88,250.83
24-May-88,253.51
25-May-88,253.76
26-May-88,254.63
27-May-88,253.42
31-May-88,262.16
1-Jun-88,266.69
2-Jun-88,265.33
3-Jun-88,266.45
6-Jun-88,267.05
7-Jun-88,265.17
8-Jun-88,271.52
9-Jun-88,270.2
10-Jun-88,271.26
13-Jun-88,271.43
14-Jun-88,274.3
15-Jun-88,274.45
16-Jun-88,269.77
17-Jun-88,270.68
20-Jun-88,268.94
21-Jun-88,271.67
22-Jun-88,275.66
23-Jun-88,274.82
24-Jun-88,273.78
27-Jun-88,269.06
28-Jun-88,272.31
29-Jun-88,270.98
30-Jun-88,273.5
1-Jul-88,271.78
5-Jul-88,275.81
6-Jul-88,272.02
7-Jul-88,271.78
8-Jul-88,270.02
11-Jul-88,270.55
12-Jul-88,267.85
13-Jul-88,269.32
14-Jul-88,270.26
15-Jul-88,272.05
18-Jul-88,270.51
19-Jul-88,268.47
20-Jul-88,270
21-Jul-88,266.66
22-Jul-88,263.5
25-Jul-88,264.68
26-Jul-88,265.19
27-Jul-88,262.5
28-Jul-88,266.02
29-Jul-88,272.02
1-Aug-88,272.21
2-Aug-88,272.06
3-Aug-88,272.98
4-Aug-88,271.93
5-Aug-88,271.15
8-Aug-88,269.98
9-Aug-88,266.49
10-Aug-88,261.9
11-Aug-88,262.75
12-Aug-88,262.55
15-Aug-88,258.69
16-Aug-88,260.56
17-Aug-88,260.77
18-Aug-88,261.03
19-Aug-88,260.24
22-Aug-88,256.98
23-Aug-88,257.09
24-Aug-88,261.13
25-Aug-88,259.18
26-Aug-88,259.68
29-Aug-88,262.33
30-Aug-88,262.51
31-Aug-88,261.52
1-Sep-88,258.35
2-Sep-88,264.48
6-Sep-88,265.59
7-Sep-88,265.87
8-Sep-88,265.88
9-Sep-88,266.84
12-Sep-88,266.47
13-Sep-88,267.43
14-Sep-88,269.31
15-Sep-88,268.13
16-Sep-88,270.65
19-Sep-88,268.82
20-Sep-88,269.73
21-Sep-88,270.16
22-Sep-88,269.18
23-Sep-88,269.76
26-Sep-88,268.88
27-Sep-88,268.26
28-Sep-88,269.08
29-Sep-88,272.59
30-Sep-88,271.91
3-Oct-88,271.38
4-Oct-88,270.62
5-Oct-88,271.86
6-Oct-88,272.39
7-Oct-88,278.07
10-Oct-88,278.24
11-Oct-88,277.93
12-Oct-88,273.98
13-Oct-88,275.22
14-Oct-88,275.5
17-Oct-88,276.41
18-Oct-88,279.38
19-Oct-88,276.97
20-Oct-88,282.88
21-Oct-88,283.66
24-Oct-88,282.28
25-Oct-88,282.38
26-Oct-88,281.38
27-Oct-88,277.28
28-Oct-88,278.53
31-Oct-88,278.97
1-Nov-88,279.06
2-Nov-88,279.06
3-Nov-88,279.2
4-Nov-88,276.31
7-Nov-88,273.93
8-Nov-88,275.15
9-Nov-88,273.33
10-Nov-88,273.69
11-Nov-88,267.92
14-Nov-88,267.72
15-Nov-88,268.34
16-Nov-88,263.82
17-Nov-88,264.6
18-Nov-88,266.47
21-Nov-88,266.22
22-Nov-88,267.21
23-Nov-88,269
25-Nov-88,267.23
28-Nov-88,268.64
29-Nov-88,270.91
30-Nov-88,273.7
1-Dec-88,272.49
2-Dec-88,271.81
5-Dec-88,274.93
6-Dec-88,277.59
7-Dec-88,278.13
8-Dec-88,276.57
9-Dec-88,277.03
12-Dec-88,276.52
13-Dec-88,276.31
14-Dec-88,275.31
15-Dec-88,274.28
16-Dec-88,276.29
19-Dec-88,278.91
20-Dec-88,277.47
21-Dec-88,277.38
22-Dec-88,276.87
23-Dec-88,277.87
27-Dec-88,276.83
28-Dec-88,277.08
29-Dec-88,279.4
30-Dec-88,277.72
3-Jan-89,275.31
4-Jan-89,279.43
5-Jan-89,280.01
6-Jan-89,280.67
9-Jan-89,280.98
10-Jan-89,280.38
11-Jan-89,282.01
12-Jan-89,283.17
13-Jan-89,283.87
16-Jan-89,284.14
17-Jan-89,283.55
18-Jan-89,286.53
19-Jan-89,286.9
20-Jan-89,286.63
23-Jan-89,284.5
24-Jan-89,288.49
25-Jan-89,289.14
26-Jan-89,291.69
27-Jan-89,293.82
30-Jan-89,294.99
31-Jan-89,297.47
1-Feb-89,297.09
2-Feb-89,296.84
3-Feb-89,296.97
6-Feb-89,296.04
7-Feb-89,299.63
8-Feb-89,298.65
9-Feb-89,296.06
10-Feb-89,292.02
13-Feb-89,292.54
14-Feb-89,291.81
15-Feb-89,294.24
16-Feb-89,294.81
17-Feb-89,296.76
21-Feb-89,295.98
22-Feb-89,290.91
23-Feb-89,292.05
24-Feb-89,287.13
27-Feb-89,287.82
28-Feb-89,288.86
1-Mar-89,287.11
2-Mar-89,289.95
3-Mar-89,291.18
6-Mar-89,294.81
7-Mar-89,293.87
8-Mar-89,294.08
9-Mar-89,293.93
10-Mar-89,292.88
13-Mar-89,295.32
14-Mar-89,295.14
15-Mar-89,296.67
16-Mar-89,299.44
17-Mar-89,292.69
20-Mar-89,289.92
21-Mar-89,291.33
22-Mar-89,290.49
23-Mar-89,288.98
27-Mar-89,290.57
28-Mar-89,291.59
29-Mar-89,292.35
30-Mar-89,292.52
31-Mar-89,294.87
3-Apr-89,296.39
4-Apr-89,295.31
5-Apr-89,296.24
6-Apr-89,295.29
7-Apr-89,297.15
10-Apr-89,297.11
11-Apr-89,298.49
12-Apr-89,298.99
13-Apr-89,296.4
14-Apr-89,301.36
17-Apr-89,301.72
18-Apr-89,306.02
19-Apr-89,307.15
20-Apr-89,306.19
21-Apr-89,309.61
24-Apr-89,308.69
25-Apr-89,306.75
26-Apr-89,306.93
27-Apr-89,309.58
28-Apr-89,309.64
1-May-89,309.12
2-May-89,308.12
3-May-89,308.16
4-May-89,307.77
5-May-89,307.61
8-May-89,306
9-May-89,305.19
10-May-89,305.8
11-May-89,306.95
12-May-89,313.84
15-May-89,316.16
16-May-89,315.28
17-May-89,317.48
18-May-89,317.97
19-May-89,321.24
22-May-89,321.98
23-May-89,318.32
24-May-89,319.14
25-May-89,319.17
26-May-89,321.59
30-May-89,317.99
31-May-89,320.52
1-Jun-89,321.97
2-Jun-89,325.52
5-Jun-89,322.03
6-Jun-89,324.24
7-Jun-89,326.95
8-Jun-89,326.75
9-Jun-89,326.69
12-Jun-89,326.24
13-Jun-89,323.91
14-Jun-89,323.83
15-Jun-89,320.08
16-Jun-89,321.35
19-Jun-89,321.89
20-Jun-89,321.25
21-Jun-89,320.48
22-Jun-89,322.32
23-Jun-89,328
26-Jun-89,326.6
27-Jun-89,328.44
28-Jun-89,325.81
29-Jun-89,319.68
30-Jun-89,317.98
3-Jul-89,319.23
5-Jul-89,320.64
6-Jul-89,321.55
7-Jul-89,324.91
10-Jul-89,327.02
11-Jul-89,328.78
12-Jul-89,329.81
13-Jul-89,329.95
14-Jul-89,331.84
17-Jul-89,332.44
18-Jul-89,331.35
19-Jul-89,335.73
20-Jul-89,333.51
21-Jul-89,335.9
24-Jul-89,333.67
25-Jul-89,333.88
26-Jul-89,338.05
27-Jul-89,341.99
28-Jul-89,342.15
31-Jul-89,346.08
1-Aug-89,343.75
2-Aug-89,344.34
3-Aug-89,344.74
4-Aug-89,343.92
7-Aug-89,349.41
8-Aug-89,349.35
9-Aug-89,346.94
10-Aug-89,348.25
11-Aug-89,344.74
14-Aug-89,343.06
15-Aug-89,344.71
16-Aug-89,345.66
17-Aug-89,344.45
18-Aug-89,346.03
21-Aug-89,340.67
22-Aug-89,341.19
23-Aug-89,344.7
24-Aug-89,351.52
25-Aug-89,350.52
28-Aug-89,352.09
29-Aug-89,349.84
30-Aug-89,350.65
31-Aug-89,351.45
1-Sep-89,353.73
5-Sep-89,352.56
6-Sep-89,349.24
7-Sep-89,348.35
8-Sep-89,348.76
11-Sep-89,347.66
12-Sep-89,348.7
13-Sep-89,345.46
14-Sep-89,343.16
15-Sep-89,345.06
18-Sep-89,346.73
19-Sep-89,346.55
20-Sep-89,346.47
21-Sep-89,345.7
22-Sep-89,347.05
25-Sep-89,344.23
26-Sep-89,344.33
27-Sep-89,345.1
28-Sep-89,348.6
29-Sep-89,349.15
2-Oct-89,350.87
3-Oct-89,354.71
4-Oct-89,356.94
5-Oct-89,356.97
6-Oct-89,358.78
9-Oct-89,359.8
10-Oct-89,359.13
11-Oct-89,356.99
12-Oct-89,355.39
13-Oct-89,333.65
16-Oct-89,342.85
17-Oct-89,341.16
18-Oct-89,341.76
19-Oct-89,347.13
20-Oct-89,347.16
23-Oct-89,344.83
24-Oct-89,343.7
25-Oct-89,342.5
26-Oct-89,337.93
27-Oct-89,335.06
30-Oct-89,335.07
31-Oct-89,340.36
1-Nov-89,341.2
2-Nov-89,338.48
3-Nov-89,337.62
6-Nov-89,332.61
7-Nov-89,334.81
8-Nov-89,338.15
9-Nov-89,336.57
10-Nov-89,339.1
13-Nov-89,339.55
14-Nov-89,337.99
15-Nov-89,340.54
16-Nov-89,340.58
17-Nov-89,341.61
20-Nov-89,339.35
21-Nov-89,339.59
22-Nov-89,341.91
24-Nov-89,343.97
27-Nov-89,345.61
28-Nov-89,345.77
29-Nov-89,343.6
30-Nov-89,345.99
1-Dec-89,350.63
4-Dec-89,351.41
5-Dec-89,349.58
6-Dec-89,348.55
7-Dec-89,347.59
8-Dec-89,348.69
11-Dec-89,348.56
12-Dec-89,351.73
13-Dec-89,352.75
14-Dec-89,350.93
15-Dec-89,350.14
18-Dec-89,343.69
19-Dec-89,342.46
20-Dec-89,342.84
21-Dec-89,344.78
22-Dec-89,347.42
26-Dec-89,346.81
27-Dec-89,348.81
28-Dec-89,350.67
29-Dec-89,353.4
2-Jan-90,359.69
3-Jan-90,358.76
4-Jan-90,355.66
5-Jan-90,352.2
8-Jan-90,353.79
9-Jan-90,349.62
10-Jan-90,347.31
11-Jan-90,348.53
12-Jan-90,339.93
15-Jan-90,337
16-Jan-90,340.75
17-Jan-90,337.4
18-Jan-90,338.19
19-Jan-90,339.15
22-Jan-90,330.38
23-Jan-90,331.61
24-Jan-90,330.26
25-Jan-90,326.08
26-Jan-90,325.8
29-Jan-90,325.2
30-Jan-90,322.98
31-Jan-90,329.08
1-Feb-90,328.79
2-Feb-90,330.92
5-Feb-90,331.85
6-Feb-90,329.66
7-Feb-90,333.75
8-Feb-90,332.96
9-Feb-90,333.62
12-Feb-90,330.08
13-Feb-90,331.02
14-Feb-90,332.01
15-Feb-90,334.89
16-Feb-90,332.72
20-Feb-90,327.99
21-Feb-90,327.67
22-Feb-90,325.7
23-Feb-90,324.15
26-Feb-90,328.67
27-Feb-90,330.26
28-Feb-90,331.89
1-Mar-90,332.74
2-Mar-90,335.54
5-Mar-90,333.74
6-Mar-90,337.93
7-Mar-90,336.95
8-Mar-90,340.27
9-Mar-90,337.93
12-Mar-90,338.67
13-Mar-90,336
14-Mar-90,336.87
15-Mar-90,338.07
16-Mar-90,341.91
19-Mar-90,343.53
20-Mar-90,341.57
21-Mar-90,339.74
22-Mar-90,335.69
23-Mar-90,337.22
26-Mar-90,337.63
27-Mar-90,341.5
28-Mar-90,342
29-Mar-90,340.79
30-Mar-90,339.94
2-Apr-90,338.7
3-Apr-90,343.64
4-Apr-90,341.09
5-Apr-90,340.73
6-Apr-90,340.08
9-Apr-90,341.37
10-Apr-90,342.07
11-Apr-90,341.92
12-Apr-90,344.34
16-Apr-90,344.74
17-Apr-90,344.68
18-Apr-90,340.72
19-Apr-90,338.09
20-Apr-90,335.12
23-Apr-90,331.05
24-Apr-90,330.36
25-Apr-90,332.03
26-Apr-90,332.92
27-Apr-90,329.11
30-Apr-90,330.8
1-May-90,332.25
2-May-90,334.48
3-May-90,335.57
4-May-90,338.39
7-May-90,340.53
8-May-90,342.01
9-May-90,342.86
10-May-90,343.82
11-May-90,352
14-May-90,354.75
15-May-90,354.28
16-May-90,354
17-May-90,354.47
18-May-90,354.64
21-May-90,358
22-May-90,358.43
23-May-90,359.29
24-May-90,358.41
25-May-90,354.58
29-May-90,360.65
30-May-90,360.86
31-May-90,361.23
1-Jun-90,363.16
4-Jun-90,367.4
5-Jun-90,366.64
6-Jun-90,364.96
7-Jun-90,363.15
8-Jun-90,358.71
11-Jun-90,361.63
12-Jun-90,366.25
13-Jun-90,364.9
14-Jun-90,362.9
15-Jun-90,362.91
18-Jun-90,356.88
19-Jun-90,358.47
20-Jun-90,359.1
21-Jun-90,360.47
22-Jun-90,355.43
25-Jun-90,352.31
26-Jun-90,352.06
27-Jun-90,355.14
28-Jun-90,357.63
29-Jun-90,358.02
2-Jul-90,359.54
3-Jul-90,360.16
5-Jul-90,355.68
6-Jul-90,358.42
9-Jul-90,359.52
10-Jul-90,356.49
11-Jul-90,361.23
12-Jul-90,365.44
13-Jul-90,367.31
16-Jul-90,368.95
17-Jul-90,367.52
18-Jul-90,364.22
19-Jul-90,365.32
20-Jul-90,361.61
23-Jul-90,355.31
24-Jul-90,355.79
25-Jul-90,357.09
26-Jul-90,355.91
27-Jul-90,353.44
30-Jul-90,355.55
31-Jul-90,356.15
1-Aug-90,355.52
2-Aug-90,351.48
3-Aug-90,344.86
6-Aug-90,334.43
7-Aug-90,334.83
8-Aug-90,338.35
9-Aug-90,339.94
10-Aug-90,335.52
13-Aug-90,338.84
14-Aug-90,339.39
15-Aug-90,340.06
16-Aug-90,332.39
17-Aug-90,327.83
20-Aug-90,328.51
21-Aug-90,321.86
22-Aug-90,316.55
23-Aug-90,307.06
24-Aug-90,311.51
27-Aug-90,321.44
28-Aug-90,321.34
29-Aug-90,324.19
30-Aug-90,318.71
31-Aug-90,322.56
4-Sep-90,323.09
5-Sep-90,324.39
6-Sep-90,320.46
7-Sep-90,323.4
10-Sep-90,321.63
11-Sep-90,321.04
